站号,站名,省名,纬度,经度,海拔高度,降水量,降水距平,同期对比,历史值,同期值
53735,靖边,陕西,37.6167,108.80,1336.70,0,0,0,0,0
53738,吴旗,陕西,36.9167,108.1667,1331.40,0,0,0,0,0
53740,横山,陕西,37.9333,109.2333,1111,0,0,0,0,0
53748,子长,陕西,37.1833,109.70,1063.30,0,0,0,0,0
53750,米脂,陕西,37.7667,110.1833,931,0,0,0,0,0
53751,子洲,陕西,37.60,110.05,894.60,0,0,0,0,0
53753,柳林,山西,37.4333,110.8833,860.10,0,0,0,0,0
53754,绥德,陕西,37.50,110.2167,929.70,0,0,0,0,0
53756,吴堡,陕西,37.5167,110.7167,744,0,0,0,0,0
53757,清涧,陕西,37.1167,110.1167,938,0,0,0,0,0
53759,石楼,山西,36.9833,110.8333,1109.10,0,0,0,0,0
53760,方山,山西,37.8833,111.2333,1212.40,0,0,0,0,0
53763,太原古交区,山西,37.9167,112.1667,1006.80,0,0,0,0,0
53764,离石,山西,37.50,111.10,950.80,0,0,0,0,0
53767,中阳,山西,37.3333,111.1667,1213.10,0,0,0,0,0
53768,孝义,山西,37.15,111.75,773.40,0,0,0,0,0
53769,汾阳,山西,37.25,111.7833,747.70,0,0,0,0,0
53770,祁县,山西,37.35,112.35,768.80,0,0,0,0,0
53771,文水,山西,37.4167,112.05,750,0,0,0,0,0
53772,太原,山西,37.6167,112.5833,776.30,0,0,0,0,0
53773,临漳,河北,36.3333,114.6167,64.60,0,0,0,0,0
53774,清徐,山西,37.6167,112.3333,773.70,0,0,0,0,0
53775,太谷,山西,37.4333,112.5333,781.90,0,0,0,0,0
53776,榆次,山西,37.6833,112.7667,831.20,0,0,0,0,0
53777,交城,山西,37.5333,112.15,759.30,0,0,0,0,0
53778,平遥,山西,37.1667,112.2167,780.30,0,0,0,0,0
53780,寿阳,山西,37.90,113.15,1066.10,0,0,0,0,0
53781,沙河,河北,36.8667,114.4667,67.90,0,0,0,0,0
53782,阳泉,山西,37.9333,113.6167,767.20,0,0,0,0,0
53783,昔阳,山西,37.60,113.70,876.20,0,0,0,0,0
53784,赵县,河北,37.75,114.7833,38.50,0,0,0,0,0
53785,柏乡,河北,37.5167,114.6667,35,0,0,0,0,0
53786,左权,山西,37.0833,113.3667,1134.60,0,0,0,0,0
53787,榆社,山西,37.0667,112.9833,1041.40,0,0,0,0,0
53788,和顺,山西,37.3333,113.5667,1265.70,0,0,0,0,0
53789,栾城,河北,37.8833,114.6333,52.90,0,0,0,0,0
53790,高邑,河北,37.60,114.6167,48.90,0,0,0,0,0
53791,元氏,河北,37.7667,114.5167,66.40,0,0,0,0,0
53792,临城,河北,37.45,114.4833,113,0,0,0,0,0
53794,隆尧,河北,37.35,114.75,33.10,0,0,0,0,0
53795,赞皇,河北,37.65,114.3667,137.40,0,0,0,0,0
53796,宁晋,河北,37.6167,114.8833,30.60,0,0,0,0,0
53797,内邱,河北,37.2833,114.5167,73.90,0,0,0,0,0
53798,邢台,河北,37.0667,114.50,77.30,0,0,0,0,0
53799,巨鹿,河北,37.2333,114.9833,25.90,0,0,0,0,0
53806,海原,宁夏,36.5667,105.65,1854.20,0,0,0,0,0
53810,同心,宁夏,36.9667,105.90,1339.30,0,0,0,0,0
53817,固原,宁夏,36,106.2667,1753,0,0,0,0,0
53821,环县,甘肃,36.5667,107.30,1255.60,0,0,0,0,0
53829,庆城,甘肃,35.9833,107.90,1093.70,0,0,0,0,0
53832,志丹,陕西,36.7667,108.7667,1218.80,0,0,0,0,0
53841,安塞,陕西,36.8833,109.3167,1068.30,0,0,0,0,0
53845,延安,陕西,36.5833,109.45,1180.50,0,0,0,0,0
53848,甘泉,陕西,36.2667,109.35,1005.50,0,0,0,0,0
53850,延川,陕西,36.8833,110.1833,804.90,0,0,0,0,0
53852,永和,山西,36.7667,110.6333,916.60,0,0,0,0,0
53853,隰县,山西,36.70,110.95,1052.70,0,0,0,0,0
53854,延长,陕西,36.5833,110.0667,804.80,0,0,0,0,0
53856,大宁,山西,36.4667,110.75,765.90,0,0,0,0,0
53857,宜川,陕西,36.0667,110.1833,840.30,0,0,0,0,0
53859,吉县,山西,36.10,110.6667,851.30,0,0,0,0,0
53860,交口,山西,36.9833,111.1667,1406.70,0,0,0,0,0
53861,襄汾,山西,35.8833,111.3833,463.50,0,0,0,0,0
53862,灵石,山西,36.85,111.80,811.70,0,0,0,0,0
53863,介休,山西,37.0333,111.9167,743.90,0,0,0,0,0
53864,蒲县,山西,36.40,111.10,1030.60,0,0,0,0,0
53865,汾西,山西,36.65,111.55,1011.90,0,0,0,0,0
53866,洪洞,山西,36.2333,111.6667,462.80,0,0,0,0,0
53868,临汾,山西,36.0667,111.50,449.50,0,0,0,0,0
53869,霍州,山西,36.5833,111.70,550,0,0,0,0,0
53871,武乡,山西,36.8333,112.85,964.10,0,0,0,0,0
53872,沁县,山西,36.7667,112.6833,960.70,0,0,0,0,0
53873,长子,山西,36.10,112.8667,951.10,0,0,0,0,0
53874,古县,山西,36.25,111.90,648.70,0,0,0,0,0
53875,沁源,山西,36.5167,112.35,1000,0,0,0,0,0
53877,安泽,山西,36.1667,112.25,860.10,0,0,0,0,0
53878,黎城,山西,36.5167,113.3833,767.90,0,0,0,0,0
53879,屯留,山西,36.3167,112.8833,952.30,0,0,0,0,0
53880,潞城,山西,36.3333,113.2333,947.60,0,0,0,0,0
53881,韦州,宁夏,37.2833,106.4833,1382.20,0,0,0,0,0
53882,长治,山西,36.05,113.0667,991.80,0,0,0,0,0
53883,任县,河北,37.1333,114.70,36.50,0,0,0,0,0
53884,襄垣,山西,36.5167,113.0333,877.90,0,0,0,0,0
53885,壶关,山西,36.1167,113.20,1122,0,0,0,0,0
53886,涉县,河北,36.5667,113.6667,470.40,0,0,0,0,0
53888,平顺,山西,36.20,113.4333,1089.20,0,0,0,0,0
53889,林州,河南,36.0667,113.8167,306.80,0,0,0,0,0
53890,武安,河北,36.6667,114.10,280.10,0,0,0,0,0
53891,南和,河北,37.0167,114.6833,43,0,0,0,0,0
53892,邯郸,河北,36.6167,114.4667,66.60,0,0,0,0,0
53893,曲周,河北,36.7667,114.95,39.60,0,0,0,0,0
53894,峰峰,河北,36.40,114.20,149.30,0,0,0,0,0
53895,永年,河北,36.7833,114.50,60.60,0,0,0,0,0
53896,魏县,河北,36.35,114.95,50.10,0,0,0,0,0
53897,磁县,河北,36.3833,114.3833,69.70,0,0,0,0,0
53898,安阳,河南,36.05,114.40,62.90,0,0,0,0,0
53899,广平,河北,36.4833,114.9667,48.50,0,0,0,0,0
53903,西吉,宁夏,35.9667,105.7167,1916.50,0,0,0,0,0
53906,静宁,甘肃,35.5167,105.7167,1656.40,0,0,0,0,0
53908,通渭,甘肃,35.2167,105.2333,1768.20,0,0,0,0,0
53910,六盘山,宁夏,35.6667,106.20,2841.20,1,1,1,0,0
53914,隆德,宁夏,35.6167,106.1167,2078.60,0,0,0,0,0
53915,崆峒,甘肃,35.55,106.6667,1346.60,0,0,0,0,0
53916,泾源,宁夏,35.50,106.3167,1948.60,0,0,0,0,0
53917,庄浪,甘肃,35.2167,106.0667,1631,0,0,0,0,0
53923,西峰,甘肃,35.7333,107.6333,1421,0,0,0,0,0
53924,灵台,甘肃,35.0667,107.6167,966.60,0,0,0,0,0
53925,镇原,甘肃,35.6833,107.1833,1172.50,0,0,0,0,0
53926,泾川,甘肃,35.35,107.35,1028.80,0,0,0,0,0
53927,华亭,甘肃,35.20,106.6167,1477.60,0,0,0,0,0
53928,崇信,甘肃,35.30,107.0167,1149.10,0,0,0,0,0
53929,长武,陕西,35.20,107.80,1206.50,0,0,0,0,0
53930,华池,甘肃,36.45,107.9833,1271,0,0,0,0,0
53931,富县,陕西,36,109.3667,984,0,0,0,0,0
53934,合水,甘肃,35.7833,107.9833,1274.20,0,0,0,0,0
53935,正宁,甘肃,35.4833,108.40,1481.90,0,0,0,0,0
53937,宁县,甘肃,35.5167,107.9167,979.40,0,0,0,0,0
53938,旬邑,陕西,35.1667,108.30,1277,0,0,0,0,0
53941,白水,陕西,35.1833,109.5833,804.40,0,0,0,0,0
53942,洛川,陕西,35.7667,109.4167,1155.90,0,0,0,0,0
53944,黄陵,陕西,35.5667,109.25,863,0,32766,0,32766,0
53945,宜君,陕西,35.4333,109.0667,1395.20,0,0,0,0,0
53946,黄龙,陕西,35.60,109.8167,1091,0,0,0,0,0
53947,铜川,陕西,35.0833,109.0667,978.90,0,0,0,0,0
53948,蒲城,陕西,34.95,109.5833,499.20,0,0,0,0,0
53949,澄城,陕西,35.1833,109.9167,679.10,0,0,0,0,0
53950,合阳,陕西,35.2333,110.15,708.80,0,0,0,0,0
53953,乡宁,山西,35.9667,110.85,965.30,0,0,0,0,0
53954,稷山,山西,35.6167,110.9667,433.50,0,0,0,0,0
53955,韩城,陕西,35.4667,110.45,458.10,0,0,0,0,0
53956,万荣,山西,35.40,110.8333,588.40,0,0,0,0,0
53957,河津,山西,35.6167,110.7167,459.20,0,0,0,0,0
53958,临猗,山西,35.1333,110.7833,387.90,0,0,0,0,0
53959,运城,山西,35.05,111.05,365,0,0,0,0,0
53961,曲沃,山西,35.65,111.4833,472.60,0,0,0,0,0
53962,翼城,山西,35.7333,111.70,584.50,0,0,0,0,0
53963,侯马,山西,35.65,111.3667,433.80,0,0,0,0,0
53964,新绛,山西,35.6167,111.2167,430.80,0,0,0,0,0
53965,绛县,山西,35.5167,111.5667,761,0,0,0,0,0
53966,浮山,山西,35.9833,111.8333,817.20,0,0,0,0,0
53967,闻喜,山西,35.3333,111.20,468.30,0,0,0,0,0
53968,垣曲,山西,35.2833,111.6667,505,0,0,0,0,0
53970,沁水,山西,35.70,112.20,887.30,0,0,0,0,0
53972,沁阳,河南,35.1167,112.9167,119.60,0,0,0,0,0
53973,高平,山西,35.7667,112.95,837.30,0,0,0,0,0
53974,淇县,河南,35.6167,114.1833,72.30,0,0,0,0,0
53975,阳城,山西,35.4833,112.40,659.50,0,0,0,0,0
53976,晋城,山西,35.50,112.8667,752.60,0,0,0,0,0
53978,济源,河南,35.0833,112.6333,140.10,0,0,0,0,0
53979,博爱,河南,35.15,113.0833,120,0,0,0,0,0
53980,肥乡,河北,36.55,114.80,50.20,0,0,0,0,0
53981,陵川,山西,35.7833,113.2667,1311.60,0,0,0,0,0
53982,焦作,河南,35.2333,113.2667,112,0,0,0,0,0
53983,封丘,河南,35.0333,114.4167,69.60,0,0,0,0,0
53984,修武,河南,35.2333,113.4667,82.70,0,0,0,0,0
53985,辉县,河南,35.50,113.8167,140.70,0,0,0,0,0
53986,新乡,河南,35.3167,113.8833,73.20,0,0,0,0,0
53987,武陟,河南,35.10,113.4167,91,0,0,0,0,0
53988,获嘉,河南,35.2667,113.6667,77.60,0,0,0,0,0
53989,原阳,河南,35.05,113.95,76.60,0,0,0,0,0
53991,汤阴,河南,35.9167,114.3333,93,0,0,0,0,0
53992,浚县,河南,35.65,114.5167,58.20,0,0,0,0,0
53993,内黄,河南,35.9333,114.9167,51.60,0,0,0,0,0
53994,卫辉,河南,35.3833,114.0667,70,0,0,0,0,0
53995,滑县,河南,35.55,114.50,62.50,0,0,0,0,0
53996,成安,河北,36.45,114.65,57.90,0,0,0,0,0
53997,延津,河南,35.15,114.1833,71.10,0,0,0,0,0
53998,长垣,河南,35.20,114.65,61.60,0,0,0,0,0
54012,西乌珠穆沁,内蒙古,44.5833,117.60,1001.70,1,1,1,0,0
54024,富河,内蒙古,44.45,119.30,710,0,0,0,0,0
54026,扎鲁特,内蒙古,44.5667,120.90,265,0,0,0,0,0
54027,巴林左旗,内蒙古,43.9833,119.40,486.20,0,0,0,0,0
54031,高力板,内蒙古,44.90,121.8167,198.30,0,0,0,0,0
54039,舍伯吐,内蒙古,44.0333,122.0167,181.60,0,0,0,0,0
54041,通榆,吉林,44.80,123.0667,150,0,0,0,0,0
54047,科左中旗,内蒙古,44.1333,123.2833,145.80,1,1,1,0,0
54049,长岭,吉林,44.25,123.9667,188.90,0,0,0,0,0
54063,扶余,吉林,44.9667,126,196.80,0,0,0,0,0
54064,农安,吉林,44.3833,125.15,170.20,0,0,0,0,0
54065,德惠,吉林,44.5333,125.65,169.10,0,0,0,0,0
54069,九台,吉林,44.1667,125.80,174.50,2,2,2,0,0
54072,榆树,吉林,44.85,126.5167,196.50,0,0,0,0,0
54076,舒兰,吉林,44.3833,126.9333,268.10,1,1,1,0,0
54080,五常,黑龙江,44.90,127.15,194.60,0,0,0,0,0
54092,海林,黑龙江,44.60,129.40,292.10,1,1,1,0,0
54093,穆棱,黑龙江,44.9333,130.55,266.30,0,0,0,0,0
54094,牡丹江,黑龙江,44.5667,129.60,241.40,0,0,0,0,0
54096,绥芬河,黑龙江,44.3833,131.1667,567.80,0,0,0,0,0
54098,宁安,黑龙江,44.3333,129.4667,267.90,0,0,0,0,0
54099,东宁,黑龙江,44.0833,131.1333,148.60,0,0,0,0,0
54102,锡林浩特,内蒙古,43.95,116.1167,1003,0,0,0,0,0
54113,巴林右旗,内蒙古,43.5333,118.65,621.40,0,0,0,0,0
54115,林西县,内蒙古,43.6333,118.0333,825,0,0,0,0,0
54117,克什克腾旗,内蒙古,43.25,117.5333,1003.30,0,0,0,0,0
54122,阿鲁科尔沁旗,内蒙古,43.8833,120.05,374.90,0,0,0,0,0
54132,青龙山,内蒙古,42.40,121.0667,400,0,0,0,0,0
54134,开鲁,内蒙古,43.60,121.2833,241,1,1,1,0,0
54135,通辽,内蒙古,43.60,122.2667,178.70,2,2,2,0,0
54142,双辽,吉林,43.50,123.5333,114.90,2,2,2,0,0
54154,梨树,吉林,43.35,124.30,160.20,7,7,7,0,0
54155,孤家子,吉林,43.6667,124.2333,144.20,4,32766,4,32766,0
54156,公主岭,吉林,43.5167,124.80,200.40,5,5,5,0,0
54157,四平,吉林,43.1667,124.3333,165.70,5,5,5,0,0
54161,长春,吉林,43.90,125.2167,236.80,4,4,4,0,0
54164,伊通,吉林,43.35,125.2833,248.10,6,6,6,0,0
54165,双阳,吉林,43.55,125.6333,219.50,5,5,5,0,0
54169,烟筒山,吉林,43.30,126.0167,271.60,3,3,3,0,0
54171,永吉,吉林,43.70,126.5167,229.50,5,5,5,0,0
54172,吉林城郊,吉林,43.8667,126.5333,290.30,5,5,5,0,0
54181,蛟河,吉林,43.70,127.3333,295,3,3,3,0,0
54186,敦化,吉林,43.3667,128.20,524.90,2,2,2,0,0
54187,安图,吉林,43.1167,128.9167,366.60,2,2,2,0,0
54192,罗子沟,吉林,43.70,130.2667,384.60,1,32766,1,32766,0
54195,汪清,吉林,43.30,129.7833,244.80,0,0,0,0,0
54204,正镶白旗,内蒙古,42.30,115,1346.30,1,1,1,0,0
54205,正蓝旗,内蒙古,42.2333,116,1315.50,0,0,0,0,0
54208,多伦县,内蒙古,42.1833,116.4667,1245.40,0,0,0,0,0
54213,翁牛特旗,内蒙古,42.9333,119.0167,634.30,0,0,0,0,0
54214,岗子,内蒙古,42.5833,118.4167,960,0,0,0,0,0
54218,赤峰,内蒙古,42.30,118.8333,668.60,0,0,0,0,0
54223,奈曼,内蒙古,42.85,120.65,362.90,0,0,0,0,0
54225,敖汉旗,内蒙古,42.2833,119.9167,588.20,0,0,0,0,0
54226,宝国吐,内蒙古,42.3333,120.70,400.50,0,0,0,0,0
54231,科左后旗,内蒙古,42.9667,122.35,248.10,1,1,1,0,0
54234,库伦,内蒙古,42.7333,121.75,297.80,0,0,0,0,0
54236,彰武,辽宁,42.3833,122.55,79.40,0,0,0,0,0
54237,阜新,辽宁,42.0667,121.75,167.80,0,0,0,0,0
54243,昌图,辽宁,42.7833,124.1167,165.10,4,4,4,0,0
54244,康平,辽宁,42.75,123.3333,118.60,1,1,1,0,0
54245,法库,辽宁,42.50,123.40,97.80,1,1,1,0,0
54248,新城子,辽宁,42.0333,123.5333,61.60,1,32766,1,32766,0
54249,铁岭,辽宁,42.30,123.8667,85.40,1,1,1,0,0
54252,西丰,辽宁,42.7333,124.75,196.10,5,5,5,0,0
54254,开原,辽宁,42.5333,124.05,98.20,2,2,2,0,0
54259,清原,辽宁,42.10,124.9167,237.20,3,3,3,0,0
54260,辽源,吉林,42.9167,125.0833,252.90,4,4,4,0,0
54261,东丰,吉林,42.6667,125.4667,345.30,2,2,2,0,0
54263,磐石,吉林,42.9667,126.05,336.70,2,2,2,0,0
54266,梅河口,吉林,42.5333,125.6333,340.50,1,1,1,0,0
54267,柳河,吉林,42.25,125.7333,362.30,2,2,2,0,0
54273,桦甸,吉林,42.9833,126.75,263.30,6,6,6,0,0
54274,辉南,吉林,42.6833,125.9833,306.70,3,3,3,0,0
54276,靖宇,吉林,42.40,126.80,570,2,2,2,0,0
54279,江源,吉林,42.05,126.5833,544.40,7,32766,7,32766,0
54284,东岗,吉林,42.15,127.50,774.20,2,2,2,0,0
54285,二道,吉林,42.4167,128.1167,721.40,1,1,1,0,0
54286,和龙,吉林,42.5333,129,475.60,1,1,1,0,0
54290,龙井,吉林,42.7667,129.40,241.10,1,1,1,0,0
54291,珲春,吉林,42.90,130.2833,36.50,0,0,0,0,0
54292,延吉,吉林,42.8667,129.50,257.30,0,0,0,0,0
54293,图们,吉林,42.95,129.8333,142.80,0,0,0,0,0
54301,沽源,河北,41.6667,115.6667,1412,0,0,0,0,0
54304,崇礼,河北,40.95,115.2667,1239.80,0,0,0,0,0
54305,太仆寺旗,内蒙古,41.8833,115.2667,1468.90,0,0,0,0,0
54308,丰宁,河北,41.20,116.6333,735.10,0,0,0,0,0
54311,围场,河北,41.9667,117.7667,892.70,0,0,0,0,0
54313,喀喇沁旗,内蒙古,41.9333,118.70,733.70,0,0,0,0,0
54316,八里罕,内蒙古,41.5167,118.75,679.30,0,0,0,0,0
54318,隆化,河北,41.3167,117.7333,561.60,0,0,0,0,0
54319,平泉,河北,41,118.6667,502.30,0,0,0,0,0
54320,宁城县,内蒙古,41.60,119.30,544.20,0,0,0,0,0
54321,建平镇,辽宁,41.8667,119.6333,661.80,0,0,0,0,0
54323,北票,辽宁,41.8167,120.7833,253.80,0,0,0,0,0
54324,朝阳,辽宁,41.55,120.4333,174.30,0,0,0,0,0
54325,羊山,辽宁,41.1833,120.35,183.80,0,0,0,0,0
54326,建平县,辽宁,41.3833,119.70,422,0,0,0,0,0
54327,凌源,辽宁,41.2333,119.35,417.10,0,0,0,0,0
54328,喀左,辽宁,41.0833,119.7167,296.80,0,0,0,0,0
54330,凌海,辽宁,41.1333,121.3333,45.20,0,32766,0,32766,0
54331,北镇,辽宁,41.5833,121.7667,77.10,0,0,0,0,0
54332,辽中,辽宁,41.5167,122.7167,12.20,0,0,0,0,0
54333,新民,辽宁,41.9667,122.85,30.90,0,0,0,0,0
54334,义县,辽宁,41.5167,121.25,74.20,0,0,0,0,0
54335,黑山,辽宁,41.6833,122.0833,37.50,0,0,0,0,0
54336,台安,辽宁,41.4167,122.4167,8.30,0,0,0,0,0
54337,锦州,辽宁,41.1333,121.1167,65.90,0,0,0,0,0
54338,盘山,辽宁,41.2833,121.95,3.20,0,0,0,0,0
54339,鞍山,辽宁,41.0833,123,77.30,1,0,1,1,0
54340,苏家屯,辽宁,41.6667,123.3167,35.80,1,32766,1,32766,0
54342,沈阳,辽宁,41.7333,123.5167,49,1,1,1,0,0
54345,辽阳县,辽宁,41.20,123.0667,30.70,2,32766,2,32766,0
54346,本溪,辽宁,41.3167,123.7833,185.40,2,1,2,1,0
54347,辽阳,辽宁,41.2333,123.1667,24.80,2,2,2,0,0
54348,灯塔,辽宁,41.4167,123.3333,36.80,1,32766,1,32766,0
54349,本溪县,辽宁,41.30,124.1333,258.90,1,1,1,0,0
54351,抚顺,辽宁,41.9167,124.0833,118.50,3,3,3,0,0
54353,新宾,辽宁,41.7333,125.05,328.40,1,1,1,0,0
54362,通化县,吉林,41.6667,125.7333,380.10,5,5,5,0,0
54363,通化,吉林,41.6833,125.90,402.90,0,0,0,0,0
54365,桓仁,辽宁,41.2833,125.35,245.50,0,0,0,0,0
54371,白山,吉林,41.9333,126.4333,520.60,4,3,4,1,0
54374,临江,吉林,41.80,126.8833,379.70,2,2,2,0,0
54377,集安,吉林,41.15,126.2167,225.10,3,3,3,0,0
54386,长白,吉林,41.4167,128.1833,775,1,1,1,0,0
54398,顺义,北京,40.1333,116.6167,28.60,0,0,0,0,0
54399,海淀,北京,39.9833,116.2833,45.80,0,0,0,0,0
54401,张家口,河北,40.7667,114.9167,772.80,0,0,0,0,0
54404,赤城,河北,40.8833,115.8333,867.60,0,0,0,0,0
54405,怀来,河北,40.4167,115.50,570.90,0,0,0,0,0
54406,延庆,北京,40.45,115.9667,487.90,0,0,0,0,0
54408,涿鹿,河北,40.3833,115.2167,529.60,0,0,0,0,0
54410,佛爷顶,北京,40.60,116.1333,1224.70,0,0,0,0,0
54412,汤河口,北京,40.7333,116.6333,331.60,0,0,0,0,0
54416,密云,北京,40.3833,116.8667,71.80,0,0,0,0,0
54419,怀柔,北京,40.3667,116.6333,75.70,0,0,0,0,0
54420,滦平,河北,40.9333,117.3333,529,0,0,0,0,0
54421,密云上甸子,北京,40.65,117.1167,293.30,0,0,0,0,0
54423,承德,河北,40.9667,117.9167,422.30,0,0,0,0,0
54424,平谷,北京,40.1667,117.1167,32.10,0,0,0,0,0
54425,兴隆,河北,40.40,117.4667,633.20,0,0,0,0,0
54428,蓟县,天津,40.0333,117.40,15.70,0,0,0,0,0
54429,遵化,河北,40.20,117.95,54.90,0,0,0,0,0
54430,承德县,河北,40.7667,118.15,269.20,0,0,0,0,0
54431,通州,北京,39.9167,116.6333,43.30,0,0,0,0,0
54432,宽城,河北,40.60,118.4833,304.70,0,0,0,0,0
54433,朝阳,北京,39.95,116.50,35.30,0,0,0,0,0
54434,迁西,河北,40.1667,118.3333,131.60,0,0,0,0,0
54436,青龙,河北,40.4167,118.95,254.30,0,0,0,0,0
54437,滦南,河北,39.50,118.65,17.90,0,0,0,0,0
54438,卢龙,河北,39.8833,118.8833,65,0,0,0,0,0
54439,迁安,河北,40.0167,118.7167,50.90,0,0,0,0,0
54449,秦皇岛,河北,39.85,119.5167,2.40,0,0,0,0,0
54452,建昌,辽宁,40.80,119.8167,365.50,0,0,0,0,0
54453,连山区,辽宁,40.7833,120.8833,38.50,0,0,0,0,0
54454,绥中,辽宁,40.3333,120.30,29,0,0,0,0,0
54455,兴城,辽宁,40.6167,120.65,20.50,0,0,0,0,0
54470,大洼,辽宁,41.0167,122.0667,5.50,0,0,0,0,0
54471,营口,辽宁,40.65,122.1667,3.80,1,1,1,0,0
54472,海城,辽宁,40.8833,122.7167,25.30,1,1,1,0,0
54474,盖州,辽宁,40.4167,122.35,24.80,3,3,3,0,0
54475,大石桥,辽宁,40.6167,122.4833,11.50,2,2,2,0,0
54476,熊岳,辽宁,40.1667,122.15,20.40,1,1,1,0,0
54483,草河口,辽宁,40.8833,123.90,233.60,1,1,1,0,0
54486,岫岩,辽宁,40.2833,123.2833,79.80,0,0,0,0,0
54493,宽甸,辽宁,40.7167,124.7833,260.10,1,0,1,1,0
54494,凤城,辽宁,40.4667,124.0667,72.60,1,1,1,0,0
54497,丹东,辽宁,40.05,124.3333,13.80,1,1,1,0,0
54499,昌平,北京,40.2167,116.2167,76.20,0,0,0,0,0
54501,斋堂,北京,39.9667,115.6833,440.30,0,0,0,0,0
54502,涿州,河北,39.4833,116.0333,29.30,0,0,0,0,0
54503,容城,河北,39.0667,115.8167,12.80,0,0,0,0,0
54505,门头沟,北京,39.9167,116.1167,92.70,0,0,0,0,0
54506,高碑店,河北,39.3167,115.95,24.60,0,0,0,0,0
54507,易县,河北,39.3333,115.5167,49.30,0,0,0,0,0
54510,大厂,河北,39.90,116.9833,16.90,0,0,0,0,0
54511,北京,北京,39.80,116.4667,31.30,0,0,0,0,0
54512,固安,河北,39.4167,116.2833,21.40,0,0,0,0,0
54513,石景山,北京,39.95,116.20,65.60,0,0,0,0,0
54514,丰台,北京,39.8667,116.25,55.20,0,0,0,0,0
54515,廊坊,河北,39.50,116.70,13.70,0,0,0,0,0
54518,霸州,河北,39.1667,116.40,8.90,0,0,0,0,0
54519,永清,河北,39.30,116.4833,12.20,0,0,0,0,0
54520,三河,河北,39.9667,117.0833,18.10,0,0,0,0,0
54521,香河,河北,39.7667,116.9833,13,0,0,0,0,0
54522,玉田,河北,39.8833,117.7333,14.40,0,0,0,0,0
54523,武清,天津,39.3833,117.0167,4.50,0,0,0,0,0
54525,宝坻,天津,39.7333,117.2833,5.10,0,0,0,0,0
54526,东丽区,天津,39.0833,117.3333,1.90,0,0,0,0,0
54527,天津,天津,39.0833,117.05,3.50,0,0,0,0,0
54528,北辰区,天津,39.2333,117.1333,3.40,0,0,0,0,0
54529,宁河,天津,39.35,117.8167,3.90,0,0,0,0,0
54530,汉沽区,天津,39.2333,117.7667,1.30,0,0,0,0,0
54531,滦县,河北,39.7333,118.7167,43,0,0,0,0,0
54532,丰润,河北,39.80,118.10,33.30,0,0,0,0,0
54533,丰南,河北,39.5833,118.10,8.90,0,0,0,0,0
54534,唐山,河北,39.65,118.10,23.20,0,0,0,0,0
54535,曹妃甸,河北,39.2833,118.4667,3.20,0,0,0,0,0
54539,乐亭,河北,39.4333,118.8833,10.50,0,0,0,0,0
54540,昌黎,河北,39.7333,119.20,17.60,0,0,0,0,0
54541,抚宁,河北,39.90,119.2333,24.30,0,0,0,0,0
54563,瓦房店,辽宁,39.6333,122.0167,118.70,2,2,2,0,0
54568,金州,辽宁,39.0833,121.70,42.70,2,2,2,0,0
54569,普兰店,辽宁,39.4167,121.95,11.70,2,2,2,0,0
54575,皮口,辽宁,39.4167,122.3667,43.20,2,32766,2,32766,0
54579,长海,辽宁,39.2667,122.5833,35.50,3,3,3,0,0
54584,庄河,辽宁,39.7167,122.95,34.80,1,1,1,0,0
54590,东港,辽宁,39.8833,124.1667,4.20,0,0,0,0,0
54594,大兴,北京,39.7167,116.35,37.60,0,0,0,0,0
54596,房山,北京,39.6833,116.1333,39.20,0,0,0,0,0
54597,霞云岭,北京,39.7333,115.7333,407.70,0,0,0,0,0
54601,徐水,河北,38.9833,115.65,13.10,0,0,0,0,0
54602,保定,河北,38.7333,115.4833,16.80,0,0,0,0,0
54603,高阳,河北,38.7167,115.7667,10,0,0,0,0,0
54604,安国,河北,38.4167,115.3333,29.60,0,0,0,0,0
54605,安新,河北,38.9333,115.9333,4.40,0,0,0,0,0
54606,饶阳,河北,38.2333,115.7333,19,0,0,0,0,0
54607,望都,河北,38.7167,115.1167,45,0,0,0,0,0
54608,深州,河北,38,115.55,26.10,0,0,0,0,0
54609,安平,河北,38.25,115.50,25.50,0,0,0,0,0
54610,任丘,河北,38.7333,116.10,8.10,0,0,0,0,0
54611,满城,河北,38.9333,115.3167,44.80,0,0,0,0,0
54612,文安,河北,38.8667,116.45,6.40,0,0,0,0,0
54613,大城,河北,38.70,116.6167,6.90,0,0,0,0,0
54614,河间,河北,38.4167,116.05,10.90,0,0,0,0,0
54615,青县,河北,38.5833,116.85,8,0,0,0,0,0
54616,沧州,河北,38.35,116.85,8,0,0,0,0,0
54617,献县,河北,38.1833,116.1167,13.20,0,0,0,0,0
54618,泊头,河北,38.0833,116.55,13.20,0,0,0,0,0
54619,静海,天津,38.9167,116.9167,5.50,0,0,0,0,0
54620,蠡县,河北,38.4833,115.5667,18.50,0,0,0,0,0
54621,深泽,河北,38.1833,115.1833,38.10,0,0,0,0,0
54622,津南区,天津,38.9833,117.3667,3.70,0,0,0,0,0
54623,塘沽,天津,39.05,117.7167,4.80,0,0,0,0,0
54624,黄骅,河北,38.40,117.3167,4.50,0,0,0,0,0
54626,肃宁,河北,38.4167,115.8167,13.90,0,0,0,0,0
54627,盐山,河北,38.0333,117.2333,8.20,0,0,0,0,0
