站号,站名,省名,纬度,经度,海拔高度,平均气温,气温距平,同期对比,常年值,去年值
58247,扬中,江苏,32.2667,119.80,5.40,6,3,2,3,4
58249,泰兴,江苏,32.1667,120,4.40,7,4,3,3,4
58250,姜堰,江苏,32.5167,120.15,6.20,7,4,3,3,4
58251,东台,江苏,32.85,120.2833,3.30,7,5,3,2,4
58252,丹徒,江苏,32.1833,119.4667,27.30,8,32766,4,32766,4
58254,海安,江苏,32.5167,120.45,5.40,7,4,3,3,4
58255,如皋,江苏,32.3667,120.5667,6.40,8,5,4,3,4
58257,靖江,江苏,31.9833,120.25,4.30,9,5,5,4,4
58259,南通,江苏,32.0833,120.9833,4.80,9,5,4,4,5
58264,如东,江苏,32.3333,121.1833,3.40,9,6,5,3,4
58265,吕泗,江苏,32.0667,121.60,3.60,10,7,6,3,4
58268,通州,江苏,32.10,121.0833,4.40,9,6,5,3,4
58269,启东,江苏,31.7833,121.65,3.30,11,7,6,4,5
58301,商城,河南,31.8167,115.3833,92.10,5,1,3,4,2
58306,金寨,安徽,31.6833,115.8833,95.40,6,1,5,5,1
58311,六安,安徽,31.7333,116.50,74.10,5,1,3,4,2
58314,霍山,安徽,31.40,116.3167,86.40,6,2,4,4,2
58316,舒城,安徽,31.4667,116.9167,23.60,6,2,3,4,3
58317,岳西,安徽,30.8667,116.3667,434.20,8,5,5,3,3
58319,桐城,安徽,31.0667,116.95,85.40,9,5,5,4,4
58320,肥西,安徽,31.7333,117.1333,21.80,6,2,3,4,3
58321,合肥,安徽,31.7833,117.30,27,6,2,2,4,4
58323,肥东,安徽,31.8833,117.4667,25,6,2,3,4,3
58326,巢湖,安徽,31.5833,117.8333,30.90,7,3,3,4,4
58327,庐江,安徽,31.2667,117.2833,45.20,7,3,4,4,3
58329,无为,安徽,31.3333,117.8667,9.60,7,3,3,4,4
58330,含山,安徽,31.75,118.0833,26,6,2,2,4,4
58331,和县,安徽,31.7333,118.3667,22.50,7,3,3,4,4
58334,芜湖,安徽,31.3833,118.3667,9.50,8,3,4,5,4
58335,当涂,安徽,31.5667,118.5167,23.20,7,3,3,4,4
58336,马鞍山,安徽,31.70,118.5667,80,7,3,3,4,4
58337,繁昌,安徽,31.0833,118.1833,26.80,7,3,3,4,4
58338,芜湖县,安徽,31.15,118.5833,17.10,7,3,3,4,4
58339,高淳,江苏,31.3333,118.90,15.20,8,4,4,4,4
58340,溧水,江苏,31.65,119.0333,25.50,8,4,4,4,4
58341,丹阳,江苏,31.9833,119.60,6.60,8,5,4,3,4
58342,金坛,江苏,31.7167,119.55,6.90,8,4,4,4,4
58343,常州,江苏,31.8833,119.9833,4.40,8,4,3,4,5
58344,句容,江苏,31.9667,119.20,36,7,4,3,3,4
58345,溧阳,江苏,31.4333,119.4833,5.90,8,4,3,4,5
58346,宜兴,江苏,31.3333,119.8167,16.40,9,5,5,4,4
58349,吴中,江苏,31.2667,120.6333,2.30,11,32766,6,32766,5
58351,江阴,江苏,31.90,120.30,4.20,9,5,4,4,5
58352,常熟,江苏,31.65,120.7667,4.50,10,6,5,4,5
58353,张家港,江苏,31.8667,120.5667,8.70,9,5,4,4,5
58354,无锡,江苏,31.6167,120.35,3.20,10,6,5,4,5
58356,昆山,江苏,31.40,121,3.20,12,8,7,4,5
58358,东山,江苏,31.0667,120.4333,16.70,10,6,5,4,5
58359,吴江,江苏,31.1333,120.6167,4.70,11,32766,6,32766,5
58360,海门,江苏,31.9167,121.20,3.30,10,6,5,4,5
58361,闵行,上海,31.10,121.3667,5.50,13,8,7,5,6
58362,宝山,上海,31.40,121.45,5.50,12,7,6,5,6
58365,嘉定,上海,31.3667,121.25,4.40,12,8,7,4,5
58366,崇明,上海,31.6333,121.40,4.50,11,7,6,4,5
58367,徐家汇,上海,31.20,121.4333,4.60,13,8,7,5,6
58369,南汇,上海,31.05,121.7833,5,14,9,8,5,6
58370,浦东,上海,31.2333,121.5333,4.40,13,32766,7,32766,6
58377,太仓,江苏,31.4667,121.10,2.40,10,6,5,4,5
58401,罗田,湖北,30.75,115.40,123.10,9,4,5,5,4
58402,英山,湖北,30.7333,115.6667,123.80,10,5,6,5,4
58404,浠水,湖北,30.4667,115.2167,61.80,9,3,5,6,4
58407,黄石,湖北,30.2333,115.0333,32.20,9,3,5,6,4
58408,蕲春,湖北,30.2333,115.4333,35.10,9,3,4,6,5
58409,黄梅,湖北,30.10,115.9333,32,9,3,4,6,5
58414,太湖,安徽,30.4333,116.3167,105.10,10,5,6,5,4
58415,潜山,安徽,30.6667,116.55,64.40,9,4,5,5,4
58416,怀宁,安徽,30.75,116.8167,35.50,9,4,5,5,4
58417,宿松,安徽,30.1667,116.1333,54.70,10,5,5,5,5
58418,望江,安徽,30.1333,116.6667,60,10,5,6,5,4
58419,东至,安徽,30.10,117.0167,17.60,8,3,3,5,5
58420,枞阳,安徽,30.7167,117.2333,58.30,8,3,5,5,3
58421,青阳,安徽,30.6333,117.8667,31,7,2,3,5,4
58423,九华山,安徽,30.4833,117.7833,647.30,6,32766,5,32766,1
58424,安庆,安徽,30.6167,116.9667,62,9,3,5,6,4
58426,黄山区,安徽,30.30,118.1333,193.40,8,4,4,4,4
58427,池州,安徽,30.65,117.50,15,8,3,4,5,4
58428,石台,安徽,30.2167,117.50,118.50,9,4,4,5,5
58429,铜陵,安徽,30.9833,117.85,11,7,2,3,5,4
58431,南陵,安徽,30.90,118.3167,39,7,3,3,4,4
58432,泾县,安徽,30.6833,118.40,57.30,8,4,4,4,4
58433,宣城,安徽,30.9333,118.75,31.20,8,4,4,4,4
58435,旌德,安徽,30.30,118.5333,220.20,9,4,5,5,4
58436,宁国,安徽,30.6167,118.9833,87.30,8,4,4,4,4
58437,黄山,安徽,30.1333,118.15,1840.40,6,7,4,-1,2
58438,绩溪,安徽,30.0833,118.5833,191.10,11,6,6,5,5
58441,广德,安徽,30.8667,119.4167,43.10,8,4,4,4,4
58442,郎溪,安徽,31.1667,119.1833,16.50,8,4,4,4,4
58443,长兴,浙江,31.0167,119.90,25,10,6,5,4,5
58446,安吉,浙江,30.6333,119.70,72.20,10,6,6,4,4
58448,临安,浙江,30.2167,119.70,117.60,13,8,8,5,5
58449,富阳,浙江,30.05,119.95,46.50,14,9,8,5,6
58450,湖州,浙江,30.8667,120.05,7.40,10,6,5,4,5
58451,嘉善,浙江,30.8333,120.9333,2.60,12,8,7,4,5
58452,嘉兴,浙江,30.7333,120.7667,4.80,12,7,7,5,5
58453,绍兴,浙江,30.0667,120.50,7.90,14,9,8,5,6
58454,德清,浙江,30.5333,119.9667,7.80,13,8,9,5,4
58455,海宁,浙江,30.5167,120.65,8.80,11,6,6,5,5
58456,桐乡,浙江,30.6333,120.5167,6,12,7,7,5,5
58457,杭州,浙江,30.2333,120.1667,41.70,14,9,9,5,5
58458,海盐,浙江,30.5333,120.90,4.80,13,8,7,5,6
58459,萧山,浙江,30.1833,120.2833,44.30,15,10,10,5,5
58460,金山,上海,30.7333,121.35,5.20,13,9,7,4,6
58461,青浦,上海,31.1333,121.1167,4,12,8,7,4,5
58462,松江,上海,31.0333,121.2333,4.20,13,9,8,4,5
58463,奉贤,上海,30.8833,121.50,4.60,14,10,8,4,6
58464,平湖,浙江,30.6167,121.0833,5.40,13,9,7,4,6
58467,慈溪,浙江,30.20,121.2667,4.50,16,11,10,5,6
58468,余姚,浙江,30.05,121.1667,5.40,15,10,9,5,6
58472,嵊泗,浙江,30.7333,122.45,79.60,14,8,8,6,6
58477,定海,浙江,30.0333,122.10,35.70,16,10,9,6,7
58484,岱山,浙江,30.25,122.20,37.10,15,32766,9,32766,6
58500,阳新,湖北,29.85,115.20,45.80,9,3,4,6,5
58501,武穴,湖北,29.9167,115.6333,23.50,9,3,4,6,5
58502,九江,江西,29.7333,116,36.10,9,3,4,6,5
58503,瑞昌,江西,29.70,115.6667,41.20,9,3,4,6,5
58505,九江县,江西,29.6167,115.90,63.10,9,32766,4,32766,5
58506,庐山,江西,29.5833,115.9833,1164.50,8,6,8,2,0
58507,武宁,江西,29.25,115.1167,116,9,3,4,6,5
58508,德安,江西,29.3333,115.7667,41.30,10,4,5,6,5
58509,永修,江西,29.05,115.8167,36.60,12,6,6,6,6
58510,湖口,江西,29.7333,116.2333,40.10,10,4,5,6,5
58512,彭泽,江西,29.90,116.55,71.30,10,32766,5,32766,5
58514,星子,江西,29.45,116.05,37.10,11,5,5,6,6
58517,都昌,江西,29.2667,116.20,35.50,12,6,7,6,5
58519,波阳,江西,29,116.6833,40.10,14,7,8,7,6
58520,祁门,安徽,29.85,117.7167,142,11,6,5,5,6
58523,黟县,安徽,29.9333,117.9333,227.50,11,6,6,5,5
58524,浮梁,江西,29.3667,117.2167,87.40,14,32766,7,32766,7
58527,景德镇,江西,29.30,117.20,61.50,14,7,7,7,7
58529,婺源,江西,29.2667,117.85,80.90,16,10,9,6,7
58530,歙县,安徽,29.8667,118.4333,168.70,13,8,7,5,6
58531,屯溪,安徽,29.7167,118.2833,142.70,12,7,6,5,6
58534,休宁,安徽,29.7833,118.1833,170.20,13,8,7,5,6
58537,开化,浙江,29.1333,118.40,153.60,15,10,7,5,8
58542,桐庐,浙江,29.8167,119.6833,46.10,15,10,9,5,6
58543,淳安,浙江,29.6167,119.0167,171.40,15,9,8,6,7
58544,建德,浙江,29.4833,119.2667,88.90,15,9,9,6,6
58546,浦江,浙江,29.4667,119.8833,115.80,16,11,10,5,6
58547,龙游,浙江,29.0333,119.1833,66.20,16,10,9,6,7
58548,兰溪,浙江,29.2167,119.4667,50.20,16,10,9,6,7
58549,金华,浙江,29.1167,119.65,62.60,17,11,10,6,7
58550,诸暨,浙江,29.70,120.25,39.10,15,10,9,5,6
58553,上虞,浙江,30.05,120.8167,6.40,15,10,9,5,6
58555,新昌,浙江,29.5167,120.8833,113.90,16,11,10,5,6
58556,嵊州,浙江,29.60,120.8167,104.30,16,10,10,6,6
58557,义乌,浙江,29.3333,120.0833,90,17,11,11,6,6
58558,东阳,浙江,29.2667,120.2167,89.90,17,11,11,6,6
58559,天台,浙江,29.1667,120.9833,58.30,16,10,8,6,8
58560,磐安,浙江,29.05,120.4333,304.50,17,32766,10,32766,7
58561,镇海,浙江,29.9833,121.60,4,16,32766,10,32766,6
58562,鄞州,浙江,29.7833,121.55,5,17,11,11,6,6
58563,北仑,浙江,29.8833,121.8333,5,18,12,11,6,7
58565,奉化,浙江,29.6833,121.4333,19.90,17,11,11,6,6
58566,象山,浙江,29.4667,121.8833,6,18,32766,10,32766,8
58567,宁海,浙江,29.3167,121.4333,39.30,17,11,9,6,8
58568,三门,浙江,29.1167,121.3833,34.50,18,32766,9,32766,9
58569,石浦,浙江,29.20,121.95,128.40,16,9,8,7,8
58570,普陀,浙江,29.95,122.30,85.20,16,10,10,6,6
58600,靖安,江西,28.8667,115.3667,78.90,14,8,8,6,6
58601,奉新,江西,28.70,115.3833,53.70,13,7,7,6,6
58602,安义,江西,28.85,115.55,38.80,12,6,6,6,6
58605,高安,江西,28.4167,115.3833,46.80,14,7,7,7,7
58606,南昌,江西,28.60,115.9167,46.90,14,7,8,7,6
58607,南昌县,江西,28.55,115.95,31.90,14,32766,8,32766,6
58608,樟树,江西,28.0667,115.55,30.40,14,7,7,7,7
58609,丰城,江西,28.2167,115.8167,27,14,8,7,6,7
58612,余干,江西,28.70,116.6833,21.10,15,8,9,7,6
58614,进贤,江西,28.3833,116.2667,34.20,15,8,9,7,6
58615,万年,江西,28.6833,117.0833,56,15,8,9,7,6
58616,余江,江西,28.20,116.8167,40.90,16,10,10,6,6
58618,东乡,江西,28.2333,116.60,50.60,16,9,10,7,6
58619,临川,江西,28,116.3667,49.30,16,9,10,7,6
58620,乐平,江西,29.0167,117.10,51.20,15,8,9,7,6
58622,德兴,江西,28.95,117.5833,88.50,15,8,9,7,6
58623,上饶县,江西,28.4667,117.9167,90.60,18,32766,11,32766,7
58624,弋阳,江西,28.40,117.4333,70,18,11,12,7,6
58625,横峰,江西,28.4167,117.60,79,18,11,11,7,7
58626,贵溪,江西,28.3167,117.25,60.80,17,10,11,7,6
58627,鹰潭,江西,28.25,117.0333,55.80,17,32766,11,32766,6
58629,铅山,江西,28.3167,117.70,55.10,17,10,10,7,7
58631,常山,浙江,28.90,118.50,137,17,11,10,6,7
58632,江山,浙江,28.7167,118.60,126.30,17,11,10,6,7
58633,衢州,浙江,29,118.90,82.40,16,10,9,6,7
58634,玉山,江西,28.6833,118.25,116.30,17,11,10,6,7
58635,广丰,江西,28.4333,118.20,95.30,17,10,10,7,7
58637,上饶,江西,28.45,117.9833,118.20,17,10,11,7,6
58642,武义,浙江,28.8833,119.80,105.10,17,11,10,6,7
58643,永康,浙江,28.90,120.0333,102.90,18,12,11,6,7
58644,遂昌,浙江,28.60,119.2833,237.80,15,9,6,6,9
58646,丽水,浙江,28.45,119.9167,59.70,18,11,9,7,9
58647,龙泉,浙江,28.0833,119.1333,222.10,17,9,6,8,11
58652,仙居,浙江,28.8667,120.7167,83,17,10,8,7,9
58654,缙云,浙江,28.6667,120.0833,184.70,18,12,10,6,8
58656,乐清,浙江,28.0667,120.9667,60.80,17,9,6,8,11
58657,青田,浙江,28.15,120.2833,57.80,18,10,7,8,11
58658,永嘉,浙江,28.15,120.6833,34.30,18,10,6,8,12
58659,温州,浙江,28.0333,120.65,28.30,17,9,5,8,12
58660,临海,浙江,28.8667,121.20,6.60,17,10,8,7,9
58664,温岭,浙江,28.3667,121.3667,35.30,18,10,8,8,10
58665,洪家,浙江,28.6167,121.4167,4.60,18,11,8,7,10
58666,大陈,浙江,28.45,121.90,86.20,16,9,7,7,9
58667,玉环,浙江,28.0833,121.2667,95.90,16,8,6,8,10
58693,新建,江西,28.70,115.8333,40,14,7,7,7,7
58701,新干,江西,27.7667,115.40,46.50,15,8,8,7,7
58704,峡江,江西,27.6167,115.35,52.80,16,10,9,6,7
58705,永丰,江西,27.3333,115.4167,85.70,16,9,9,7,7
58706,乐安,江西,27.4333,115.8333,181.80,17,11,11,6,6
58707,吉水,江西,27.2167,115.1333,66.20,17,10,10,7,7
58710,崇仁,江西,27.7667,116.05,78.60,15,9,9,6,6
58712,金溪,江西,27.9167,116.7833,130.20,20,13,14,7,6
58713,资溪,江西,27.7167,117.0667,225.10,16,10,10,6,6
58714,宜黄,江西,27.55,116.2333,120.40,18,11,12,7,6
58715,南城,江西,27.5833,116.65,80.80,17,10,10,7,7
58718,南丰,江西,27.2167,116.5333,111.50,18,11,11,7,7
58719,黎川,江西,27.30,116.9333,131.10,17,10,10,7,7
58724,光泽,福建,27.5333,117.3167,268.20,16,9,8,7,8
58725,邵武,福建,27.3333,117.4667,218,17,9,7,8,10
58730,武夷山,福建,27.7667,118.0333,222.10,17,9,6,8,11
58731,浦城,福建,27.9167,118.5333,276.90,17,10,7,7,10
58734,建阳,福建,27.3333,118.1167,196.90,17,9,7,8,10
58735,松溪,福建,27.5167,118.80,205.40,18,10,7,8,11
58736,政和,福建,27.3667,118.8167,221.50,18,9,6,9,12
58737,建瓯,福建,27.05,118.3167,154.90,18,9,7,9,11
58742,云和,浙江,28.1167,119.55,163,17,10,7,7,10
58744,寿宁,福建,27.45,119.4167,815.90,14,9,3,5,11
58745,庆元,浙江,27.6167,119.0833,400.80,17,9,5,8,12
58746,泰顺,浙江,27.55,119.70,538.90,16,10,4,6,12
58747,周宁,福建,27.15,119.35,899.30,15,9,5,6,10
58748,福安,福建,27.10,119.65,50.50,18,8,5,10,13
58749,柘荣,福建,27.2333,119.8833,684.10,15,9,3,6,12
58750,文成,浙江,27.7833,120.0833,105.40,17,9,5,8,12
58751,平阳,浙江,27.6667,120.5667,254,16,8,4,8,12
58752,瑞安,浙江,27.7833,120.65,39.70,17,9,5,8,12
58754,福鼎,福建,27.3333,120.20,36.20,18,9,4,9,14
58760,洞头,浙江,27.8333,121.15,68.60,16,8,5,8,11
58804,兴国,江西,26.35,115.35,151,17,9,9,8,8
58806,宁都,江西,26.4833,116.0167,209.10,18,10,9,8,9
58813,广昌,江西,26.85,116.3333,143.80,17,10,9,7,8
58814,石城,江西,26.35,116.35,247.40,18,10,9,8,9
58818,宁化,福建,26.2333,116.6333,358.90,18,10,7,8,11
58819,清流,福建,26.1833,116.8167,336.90,18,10,6,8,12
58820,泰宁,福建,26.90,117.1667,342.90,17,10,8,7,9
58821,将乐,福建,26.7333,117.4667,173.90,18,8,6,10,12
58822,建宁,福建,26.8333,116.85,342.30,18,11,10,7,8
58823,顺昌,福建,26.80,117.80,175.20,18,9,7,9,11
58824,明溪,福建,26.40,117.15,357.40,18,9,6,9,12
58826,沙县,福建,26.40,117.80,120.60,18,8,6,10,12
58828,三明,福建,26.2667,117.6167,208.20,18,8,6,10,12
58834,南平,福建,26.6333,118.1667,152.20,18,8,6,10,12
58836,古田,福建,26.5833,118.7333,361.50,17,8,4,9,13
58837,尤溪,福建,26.1667,118.15,137.20,17,7,4,10,13
58839,闽清,福建,26.2333,118.85,40.80,18,7,4,11,14
58843,霞浦,福建,26.8833,120.0167,56.80,16,6,2,10,14
58844,闽侯,福建,26.15,119.15,57.80,18,7,4,11,14
58845,罗源,福建,26.50,119.5333,60.50,17,7,3,10,14
58846,宁德,福建,26.6667,119.5167,32.40,17,7,3,10,14
58847,福州,福建,26.0833,119.2833,84,18,7,4,11,14
58848,连江,福建,26.20,119.55,13.40,16,6,2,10,14
58850,三沙,福建,26.9167,120.2333,92.20,15,32766,2,32766,13
58903,瑞金,江西,25.90,116.0333,208,19,10,9,9,10
58905,于都,江西,25.9667,115.4167,133.20,18,9,8,9,10
58906,会昌,江西,25.60,115.80,167.40,19,10,8,9,11
58907,安远,江西,25.15,115.40,305,19,10,7,9,12
58911,长汀,福建,25.85,116.3667,310,17,9,5,8,12
58912,连城,福建,25.7167,116.7333,404,18,8,5,10,13
58917,武平,福建,25.0833,116.10,307,18,8,4,10,14
58918,上杭,福建,25.05,116.4167,198,18,7,4,11,14
58921,永安,福建,25.9667,117.35,206,18,8,6,10,12
58923,大田,福建,25.70,117.8333,400.10,17,7,5,10,12
58926,漳平,福建,25.30,117.4167,205.30,17,5,4,12,13
58927,龙岩,福建,25.05,117.0167,376,17,5,4,12,13
58928,华安,福建,25.0167,117.5333,166.50,17,4,2,13,15
58929,安溪,福建,25.0667,118.15,68,17,4,2,13,15
58931,九仙山,福建,25.7167,118.10,1653.50,10,4,3,6,7
58932,永泰,福建,25.8667,118.9333,85.60,18,7,4,11,14
58933,屏南,福建,26.9167,118.9833,869.50,15,9,5,6,10
58934,永春,福建,25.3333,118.2667,170.30,18,6,3,12,15
58935,德化,福建,25.4833,118.2333,521.40,15,5,2,10,13
58936,仙游,福建,25.3667,118.70,77.70,18,6,3,12,15
58938,秀屿,福建,25.2333,118.9833,23.10,17,32766,2,32766,15
58940,福州郊区,福建,26.0833,119.3333,25.60,19,32766,5,32766,14
58941,长乐,福建,25.9667,119.50,25.90,18,7,4,11,14
58942,福清,福建,25.7167,119.3833,39.20,18,7,3,11,15
58944,平潭,福建,25.5167,119.7833,32.40,17,6,3,11,14
58946,莆田,福建,25.45,119,81.10,18,6,3,12,15
59001,隆林,广西,24.7833,105.3333,672.20,16,6,5,10,11
59004,西林,广西,24.50,105.10,725.90,16,5,3,11,13
59007,广南,云南,24.0667,105.0667,1249.60,14,5,4,9,10
59012,乐业,广西,24.7833,106.55,972.10,13,5,5,8,8
59015,凌云,广西,24.35,106.5667,437.90,18,6,5,12,13
59017,田林,广西,24.2667,106.2667,278.20,17,5,3,12,14
59021,凤山,广西,24.55,107.0333,509.40,15,4,4,11,11
59022,南丹,广西,24.9833,107.55,697.90,14,6,6,8,8
59023,河池,广西,24.70,108.0333,260.20,17,6,6,11,11
59025,东兰,广西,24.5333,107.3833,248.80,16,5,4,11,12
59027,巴马,广西,24.1333,107.25,254.90,17,5,4,12,13
59031,环江,广西,24.8333,108.25,208.50,17,6,7,11,10
59033,罗城,广西,24.7833,108.90,328.80,16,7,7,9,9
59034,宜州,广西,24.4833,108.6667,150.70,18,8,8,10,10
59037,都安,广西,23.9333,108.10,170.80,20,8,8,12,12
59038,忻城,广西,24.0667,108.65,138.50,18,7,7,11,11
59041,柳城,广西,24.65,109.25,108.30,17,7,6,10,11
59044,沙塘,广西,24.4667,109.3833,97.50,17,7,7,10,10
59045,鹿寨,广西,24.4833,109.75,94.70,16,5,6,11,10
59046,柳州,广西,24.35,109.40,96.80,19,8,8,11,11
59047,柳江,广西,24.25,109.3333,100.90,18,7,7,11,11
59051,阳朔,广西,24.7667,110.50,136.70,17,8,8,9,9
59052,恭城,广西,24.8333,110.8167,169.60,18,8,9,10,9
59053,平乐,广西,24.6167,110.6667,105.80,18,8,9,10,9
59055,荔浦,广西,24.50,110.40,165.70,18,8,9,10,9
59057,金秀,广西,24.1333,110.1833,830.90,15,6,5,9,10
59058,蒙山,广西,24.20,110.5167,145.70,16,6,7,10,9
59059,昭平,广西,24.1833,110.80,105.80,18,8,8,10,10
59061,富川,广西,24.8167,111.2667,193.10,19,10,11,9,8
59063,江华,湖南,25.1833,111.45,265.70,19,11,13,8,6
59064,钟山,广西,24.55,111.3167,136.60,18,8,9,10,9
59065,贺州,广西,24.4167,111.50,148.70,19,9,10,10,9
59071,连南,广东,24.7333,112.2833,174.40,18,8,9,10,9
59072,连州,广东,24.80,112.3667,131.50,18,8,9,10,9
59074,连山,广东,24.5667,112.15,300.60,18,8,8,10,10
59075,阳山,广东,24.4833,112.6333,70.50,18,7,7,11,11
59081,乳源,广东,24.7833,113.2667,98,17,7,7,10,10
59082,韶关,广东,24.6667,113.60,121.30,17,6,6,11,11
59087,佛冈,广东,23.8833,113.5167,97.20,17,5,3,12,14
59088,英德,广东,24.1833,113.4167,74.50,17,5,5,12,12
59090,始兴,广东,24.95,114.0667,103.20,17,7,6,10,11
59091,全南,江西,24.75,114.5333,252,18,9,6,9,12
59092,龙南,江西,24.9167,114.8167,206.30,18,9,7,9,11
59093,定南,江西,24.7833,115.0333,253,18,9,6,9,12
59094,翁源,广东,24.35,114.1167,184.10,19,8,4,11,15
59096,连平,广东,24.3667,114.4833,214.80,18,7,3,11,15
59097,新丰,广东,24.05,114.20,198.60,17,5,1,12,16
59099,和平,广东,24.45,114.9333,173.70,19,9,4,10,15
59102,寻乌,江西,24.95,115.65,303.90,18,9,5,9,13
59106,平远,广东,24.5833,115.90,152.60,18,6,3,12,15
59107,龙川,广东,24.1167,115.2833,179.60,18,6,3,12,15
59109,兴宁,广东,24.15,115.7333,123.60,18,6,3,12,15
59113,永定,福建,24.7333,116.7167,226.90,18,6,4,12,14
59114,蕉岭,广东,24.65,116.1667,135.70,18,6,3,12,15
59116,大埔,广东,24.3333,116.70,81,19,6,4,13,15
59117,梅县,广东,24.2833,116.0667,116,17,4,2,13,15
59122,长泰,福建,24.6167,117.75,43,18,5,3,13,15
59124,南靖,福建,24.5167,117.3833,53.70,17,4,1,13,16
59125,平和,福建,24.3833,117.30,108.50,16,3,1,13,15
59126,漳州,福建,24.50,117.65,28.90,17,4,2,13,15
59127,龙海,福建,24.4333,117.8333,32.10,17,4,2,13,15
59129,漳浦,福建,24.1333,117.60,53,16,32766,1,32766,15
59130,同安,福建,24.7333,118.15,30.80,18,5,3,13,15
59131,南安,福建,24.9667,118.3667,45.40,18,5,3,13,15
59133,崇武,福建,24.90,118.9167,21.80,17,5,2,12,15
59134,厦门,福建,24.4833,118.0667,139.40,16,4,2,12,14
59137,晋江,福建,24.8167,118.5667,56,17,5,2,12,15
59205,富宁,云南,23.65,105.6333,685.80,17,5,4,12,13
59209,那坡,广西,23.4167,105.8333,794.10,18,6,5,12,13
59211,百色,广西,23.90,106.60,174.70,19,6,6,13,13
59213,田阳,广西,23.7333,106.9167,110,20,7,6,13,14
59215,德保,广西,23.3333,106.6333,680,19,8,8,11,11
59218,靖西,广西,23.1333,106.4167,739.90,19,8,7,11,12
59224,田东,广西,23.60,107.1167,111.20,20,7,6,13,14
59227,天等,广西,23.0833,107.15,437.10,19,7,7,12,12
59228,平果,广西,23.3167,107.5833,108.80,19,6,6,13,13
59229,隆安,广西,23.1667,107.70,125.70,19,6,6,13,13
59230,马山,广西,23.7167,108.1667,168,19,7,8,12,11
59235,上林,广西,23.4333,108.6167,115.50,18,6,7,12,11
59237,武鸣,广西,23.1667,108.2833,111.70,19,6,6,13,13
59238,宾阳,广西,23.2167,108.80,122.50,19,7,8,12,11
59241,象州,广西,23.9667,109.6833,90.50,18,7,7,11,11
59242,来宾,广西,23.75,109.2333,84.90,19,8,8,11,11
59246,武宣,广西,23.60,109.6667,70,20,8,9,12,11
59249,贵港,广西,23.1167,109.6167,51.40,19,7,7,12,12
59254,桂平,广西,23.40,110.0833,42.50,18,5,5,13,13
59255,平南,广西,23.55,110.3833,32.50,18,5,5,13,13
59256,藤县,广西,23.3667,110.9167,54.70,19,7,7,12,12
59264,封开,广东,23.40,111.50,83.60,19,7,6,12,13
59265,梧州,广西,23.4833,111.30,114.80,19,7,6,12,13
59266,苍梧,广西,23.4167,111.2333,42.50,20,8,7,12,13
59268,郁南,广东,23.25,111.5333,29.20,20,7,7,13,13
59269,德庆,广东,23.1667,111.7833,47.20,19,6,5,13,14
59270,怀集,广东,23.9167,112.1833,84.80,18,6,4,12,14
59271,广宁,广东,23.6333,112.4333,57.30,17,5,2,12,15
59276,四会,广东,23.35,112.65,40.10,18,5,3,13,15
59278,高要,广东,23.0333,112.45,41,18,4,2,14,16
59279,三水,广东,23.1833,112.8667,24.10,18,5,3,13,15
59280,清远,广东,23.7167,113.0833,79.20,17,4,2,13,15
59284,花都,广东,23.4167,113.2333,38.90,18,5,2,13,16
59285,从化,广东,23.5667,113.60,38.30,18,5,2,13,16
59287,广州,广东,23.2167,113.4833,70.70,17,3,0,14,17
59288,南海,广东,23.15,113.0167,29.50,18,4,3,14,15
59289,东莞,广东,22.9667,113.7333,56,19,5,2,14,17
59290,龙门,广东,23.7333,114.2333,70.30,18,6,1,12,17
59293,河源,广东,23.80,114.7333,70.80,19,6,3,13,16
59294,增城,广东,23.3333,113.8333,30.80,19,5,2,14,17
59297,博罗,广东,23.1833,114.2833,17,19,5,2,14,17
59298,惠阳,广东,23.0667,114.3667,108.50,18,4,2,14,16
59303,五华,广东,23.9167,115.75,135.90,18,5,3,13,15
59304,紫金,广东,23.6333,115.1833,176.80,19,6,3,13,16
59306,揭西,广东,23.45,115.85,80.80,18,4,2,14,16
59310,丰顺,广东,23.7667,116.1833,45.30,18,4,2,14,16
59312,潮州,广东,23.6667,116.70,60.70,18,4,2,14,16
59313,饶平,广东,23.6833,116.9833,44.70,17,3,1,14,16
59314,普宁,广东,23.30,116.1333,29,18,4,2,14,16
59315,揭阳,广东,23.5833,116.40,43.20,19,5,3,14,16
59316,汕头,广东,23.40,116.6833,2.90,18,4,2,14,16
59317,惠来,广东,23.0333,116.30,14.40,19,5,3,14,16
59318,潮阳,广东,23.2667,116.5833,5.90,19,5,3,14,16
59319,澄海,广东,23.4333,116.8333,4.10,17,3,2,14,15
59320,诏安,福建,23.7667,117.1333,18.10,17,3,1,14,16
59321,东山,福建,23.7833,117.50,53.30,16,3,1,13,15
59322,云霄,福建,23.9833,117.3667,22.80,17,3,1,14,16
59324,南澳,广东,23.4333,117.0333,7.20,18,4,2,14,16
59417,龙州,广西,22.3333,106.85,128.80,18,4,4,14,14
59419,凭祥,广西,22.10,106.75,242.50,18,5,5,13,13
59421,大新,广西,22.8333,107.20,255.10,18,5,5,13,13
59425,崇左,广西,22.40,107.35,107.50,20,6,7,14,13
59426,扶绥,广西,22.6333,107.90,89.70,19,6,6,13,13
59427,宁明,广西,22.1167,107.0667,163.30,18,5,5,13,13
59429,上思,广西,22.15,107.9667,180,17,4,5,13,12
